"order_id","order_date","ship_date","ship_mode","state","city","zip_code","cust_id"
"CA-2016-163174","2019-08-26","2019-08-30","Standard Class","Georgia","Athens","30605","XP-21865"
"CA-2015-135489","2018-09-19","2018-09-22","Second Class","New York","New York City","10024","GW-14605"
"CA-2017-169691","2020-06-15","2020-06-18","First Class","Minnesota","Maple Grove","55369","Dp-13240"
"CA-2016-112382","2019-05-09","2019-05-13","Standard Class","Texas","Houston","77036","MB-18085"
"CA-2017-163510","2020-12-25","2020-12-28","Second Class","Kentucky","Louisville","40214","JW-15955"
"US-2014-169390","2017-02-07","2017-02-10","Second Class","New York","New York City","10024","CS-12250"
"CA-2014-148285","2017-10-27","2017-11-01","Standard Class","North Carolina","Fayetteville","28314","RD-19810"
"CA-2017-146626","2020-12-29","2021-01-05","Standard Class","California","Anaheim","92804","BP-11185"
"CA-2014-114790","2017-03-11","2017-03-13","Second Class","Kentucky","Richmond","40475","FM-14215"
"CA-2014-128888","2017-11-15","2017-11-22","Standard Class","Texas","Houston","77095","PB-19105"
"US-2015-138121","2018-12-17","2018-12-17","Same Day","Michigan","Detroit","48205","JL-15835"
"CA-2015-154284","2018-12-21","2018-12-26","Second Class","Illinois","Saint Charles","60174","SZ-20035"
"CA-2015-168746","2018-01-27","2018-01-29","Second Class","Ohio","Cleveland","44105","SV-20365"
"CA-2016-158778","2019-09-05","2019-09-09","Standard Class","Pennsylvania","Philadelphia","19134","DB-13210"
"CA-2016-145177","2019-11-10","2019-11-14","Standard Class","Ohio","Springfield","45503","PP-18955"
"CA-2015-149909","2018-11-13","2018-11-17","Standard Class","Indiana","Columbus","47201","RA-19915"
"CA-2016-166674","2019-04-01","2019-04-03","Second Class","New York","Auburn","13021","RB-19360"
"CA-2015-154200","2018-06-18","2018-06-22","Standard Class","California","San Diego","92105","BG-11740"
"US-2015-115343","2018-09-22","2018-09-25","First Class","Pennsylvania","Philadelphia","19143","FO-14305"
"CA-2014-115336","2017-11-18","2017-11-25","Standard Class","Illinois","Chicago","60623","AB-10600"
"CA-2015-116638","2018-01-28","2018-01-31","Second Class","North Carolina","Concord","28027","JH-15985"
"CA-2016-104157","2019-07-25","2019-07-29","Standard Class","Mississippi","Jackson","39212","MT-17815"
"CA-2014-103800","2017-01-03","2017-01-07","Standard Class","Texas","Houston","77095","DP-13000"
"CA-2017-169362","2020-10-12","2020-10-15","First Class","Texas","Dallas","75217","SP-20860"
"US-2015-106495","2018-06-15","2018-06-17","First Class","Florida","Tampa","33614","AC-10450"
"CA-2015-137512","2018-05-07","2018-05-12","Standard Class","Texas","Allen","75002","AG-10675"
"CA-2016-120530","2019-04-07","2019-04-12","Standard Class","New York","New York City","10035","Dl-13600"
"US-2015-161347","2018-09-13","2018-09-19","Standard Class","Pennsylvania","Philadelphia","19120","HG-14845"
"CA-2015-101007","2018-02-09","2018-02-13","Second Class","Texas","Dallas","75220","MS-17980"
"CA-2015-143105","2018-12-10","2018-12-10","Same Day","New York","New York City","10024","MA-17560"
"CA-2015-169796","2018-11-09","2018-11-14","Standard Class","New York","New York City","10035","Dp-13240"
"CA-2017-153787","2020-05-19","2020-05-23","Standard Class","Washington","Seattle","98115","AT-10735"
"CA-2017-158379","2020-09-22","2020-09-26","Second Class","Pennsylvania","Philadelphia","19134","JA-15970"
"CA-2015-136469","2018-07-11","2018-07-12","First Class","Delaware","Wilmington","19805","TS-21370"
"US-2017-131583","2020-06-10","2020-06-10","Same Day","Pennsylvania","Philadelphia","19143","CL-11890"
"CA-2017-135937","2020-02-20","2020-02-27","Standard Class","Arizona","Gilbert","85234","KM-16375"
"CA-2015-110324","2018-12-01","2018-12-05","Standard Class","Michigan","Jackson","49201","MA-17560"
"CA-2016-126284","2019-09-20","2019-09-24","Standard Class","Michigan","Grand Rapids","49505","EN-13780"
"US-2017-129203","2020-04-17","2020-04-22","Standard Class","Illinois","Chicago","60653","BM-11575"
"US-2014-115196","2017-09-09","2017-09-13","Standard Class","North Carolina","Greenville","27834","DL-12925"
"US-2017-108245","2020-09-22","2020-09-27","Standard Class","Texas","Pearland","77581","SH-19975"
"US-2016-146710","2019-08-27","2019-09-01","Standard Class","Texas","Dallas","75220","SS-20875"
"CA-2014-127012","2017-08-11","2017-08-15","Standard Class","Washington","Seattle","98105","GM-14680"
"CA-2017-122154","2020-04-09","2020-04-11","First Class","Florida","Jacksonville","32216","SA-20830"
"US-2016-110170","2019-09-27","2019-10-03","Standard Class","Texas","Huntsville","77340","HM-14860"
"CA-2015-164882","2018-10-31","2018-10-31","Same Day","California","Redlands","92374","SG-20080"
"CA-2015-133445","2018-10-05","2018-10-09","Standard Class","Oregon","Portland","97206","JF-15490"
"CA-2017-104136","2020-11-01","2020-11-04","Second Class","Massachusetts","Everett","2149","SF-20065"
"CA-2017-107503","2020-01-01","2020-01-06","Standard Class","Ohio","Lorain","44052","GA-14725"
"CA-2015-118843","2018-09-13","2018-09-20","Standard Class","Georgia","Atlanta","30318","JH-15910"
"CA-2014-159338","2017-06-25","2017-06-28","First Class","California","Los Angeles","90049","NS-18640"
"US-2014-128685","2017-04-04","2017-04-05","First Class","California","Los Angeles","90008","MZ-17515"
"CA-2016-133550","2019-07-31","2019-08-06","Standard Class","Michigan","Detroit","48205","KL-16645"
"CA-2017-152933","2020-10-12","2020-10-16","Standard Class","Texas","Dallas","75081","MG-17650"
"CA-2016-140382","2019-06-23","2019-06-25","Second Class","California","San Francisco","94109","RD-19900"
"CA-2016-151155","2019-12-20","2019-12-24","Standard Class","Mississippi","Jackson","39212","AB-10255"
"CA-2016-130393","2019-12-01","2019-12-03","Second Class","Texas","San Angelo","76903","JM-15865"
"US-2017-105830","2019-12-31","2020-01-02","First Class","Ohio","Lancaster","43130","DB-13660"
"CA-2014-151967","2017-10-22","2017-10-26","Standard Class","Louisiana","Bossier City","71111","NB-18580"
"CA-2017-141425","2020-11-02","2020-11-06","Second Class","Ohio","Columbus","43229","AR-10825"
"CA-2015-134922","2018-11-07","2018-11-11","Standard Class","Pennsylvania","Philadelphia","19140","KB-16240"
"US-2016-100461","2019-01-08","2019-01-12","Standard Class","Wisconsin","Franklin","53132","JO-15145"
"CA-2015-160213","2018-03-08","2018-03-13","Standard Class","New York","Long Beach","11561","AR-10825"
"CA-2016-116540","2019-09-02","2019-09-02","Same Day","Wisconsin","Madison","53711","SS-20590"
"US-2017-148054","2020-10-06","2020-10-11","Standard Class","Idaho","Meridian","83642","NZ-18565"
"CA-2015-126347","2018-12-14","2018-12-19","Second Class","California","Los Angeles","90045","AJ-10945"
"CA-2017-108112","2020-11-15","2020-11-20","Standard Class","Florida","Miramar","33023","DK-12895"
"CA-2017-145338","2020-01-29","2020-02-01","First Class","Pennsylvania","Philadelphia","19120","BD-11770"
"CA-2016-125080","2019-10-21","2019-10-26","Standard Class","Ohio","Lakewood","44107","VW-21775"
"CA-2017-113530","2020-05-19","2020-05-21","Second Class","California","San Francisco","94109","BC-11125"
"CA-2016-114860","2019-12-22","2019-12-28","Standard Class","California","Moreno Valley","92553","DN-13690"
"CA-2017-162691","2020-08-01","2020-08-07","Standard Class","Texas","Austin","78745","AS-10045"
"US-2016-155768","2019-12-01","2019-12-01","Same Day","California","Oxnard","93030","LB-16795"
"CA-2015-139584","2018-08-24","2018-08-28","Standard Class","New York","New York City","10009","EM-13810"
"CA-2016-109400","2019-05-02","2019-05-06","Standard Class","Texas","Amarillo","79109","NR-18550"
"CA-2015-156566","2018-10-01","2018-10-04","First Class","Oregon","Portland","97206","EM-13960"
"CA-2016-100993","2019-02-05","2019-02-10","Standard Class","California","San Diego","92037","AZ-10750"
"CA-2017-123687","2020-05-26","2020-05-29","First Class","Kentucky","Louisville","40214","KC-16675"
"CA-2017-153339","2020-11-03","2020-11-05","Second Class","Tennessee","Murfreesboro","37130","DJ-13510"
"US-2014-112949","2017-06-20","2017-06-27","Standard Class","Oklahoma","Lawton","73505","Co-12640"
"CA-2014-144281","2017-06-10","2017-06-15","Second Class","Michigan","Detroit","48234","HK-14890"
"CA-2017-134796","2020-06-25","2020-07-01","Standard Class","Illinois","Bolingbrook","60440","FM-14380"
"US-2014-109456","2017-10-16","2017-10-17","Same Day","California","San Francisco","94110","LS-17245"
"CA-2017-127712","2020-08-31","2020-09-05","Standard Class","Oregon","Salem","97301","MG-17890"
"CA-2017-162096","2020-11-10","2020-11-10","Same Day","California","Riverside","92503","TB-21190"
"CA-2017-129000","2020-11-25","2020-11-27","Second Class","Michigan","Canton","48187","SZ-20035"
"US-2017-128118","2020-11-24","2020-12-01","Standard Class","Tennessee","Memphis","38109","MY-17380"
"CA-2016-106278","2019-09-02","2019-09-05","Second Class","Washington","Des Moines","98198","BM-11140"
"CA-2015-129217","2018-05-10","2018-05-10","Same Day","Illinois","Aurora","60505","DP-13390"
"CA-2015-156440","2018-12-05","2018-12-09","Standard Class","California","San Diego","92105","MH-17620"
"CA-2017-167094","2020-10-21","2020-10-22","First Class","Oregon","Springfield","97477","DK-12835"
"CA-2017-129294","2020-03-16","2020-03-21","Standard Class","California","Los Angeles","90032","KD-16615"
"CA-2014-130960","2017-12-30","2018-01-04","Standard Class","Michigan","Taylor","48180","KB-16600"
"CA-2015-135020","2018-05-28","2018-06-02","Standard Class","New York","Rochester","14609","MS-17770"
"CA-2016-112739","2019-09-02","2019-09-07","Second Class","Texas","Houston","77070","RD-19810"
"US-2016-167472","2019-06-06","2019-06-07","First Class","Arkansas","Little Rock","72209","CK-12595"
"CA-2017-136497","2020-04-16","2020-04-20","Standard Class","Ohio","Columbus","43229","RF-19840"
"CA-2014-164903","2017-02-20","2017-02-24","Standard Class","California","Los Angeles","90049","SR-20740"
"US-2016-126431","2019-07-01","2019-07-01","Same Day","New York","New York City","10009","SU-20665"
"US-2016-135209","2019-12-29","2019-12-31","Second Class","Florida","Miami","33178","MH-17290"
"CA-2017-143651","2020-03-25","2020-03-30","Standard Class","Washington","Seattle","98103","FM-14215"
"CA-2016-152072","2019-01-15","2019-01-19","Standard Class","New Jersey","Westfield","7090","Dp-13240"
"CA-2014-149104","2017-04-05","2017-04-07","Second Class","Michigan","Dearborn Heights","48127","RD-19900"
"US-2014-117744","2017-12-02","2017-12-06","Standard Class","Texas","Corpus Christi","78415","MD-17860"
"CA-2014-133634","2017-11-05","2017-11-10","Standard Class","Virginia","Arlington","22204","SR-20740"
"CA-2014-156790","2017-08-08","2017-08-10","Second Class","Florida","Jacksonville","32216","VG-21790"
"CA-2014-146864","2017-12-22","2017-12-26","Standard Class","New York","New York City","10024","BT-11530"
"CA-2017-118136","2020-09-16","2020-09-17","First Class","California","Inglewood","90301","BB-10990"
"CA-2017-111178","2020-06-15","2020-06-22","Standard Class","Illinois","Quincy","62301","TD-20995"
"CA-2017-128629","2020-07-10","2020-07-14","Second Class","Georgia","Columbus","31907","BP-11155"
"CA-2016-108735","2019-04-17","2019-04-21","Standard Class","California","Lakewood","90712","JM-15535"
"CA-2017-110926","2020-11-19","2020-11-23","Standard Class","Virginia","Alexandria","22304","DD-13570"
"US-2017-106579","2020-06-08","2020-06-13","Standard Class","Illinois","Skokie","60076","BW-11200"
"CA-2017-130764","2020-10-27","2020-10-28","First Class","California","San Francisco","94110","JO-15145"
"CA-2017-158743","2020-10-20","2020-10-27","Standard Class","Arkansas","Little Rock","72209","IG-15085"
"CA-2014-125759","2017-02-08","2017-02-09","First Class","Nevada","North Las Vegas","89031","NM-18445"
"US-2017-107979","2020-06-08","2020-06-13","Standard Class","Arizona","Glendale","85301","FO-14305"
"CA-2017-168403","2020-09-09","2020-09-15","Standard Class","Oregon","Portland","97206","DK-12835"
"CA-2015-154823","2018-08-21","2018-08-25","Standard Class","Ohio","Springfield","45503","KN-16390"
"CA-2015-140830","2018-11-30","2018-12-02","Second Class","Kentucky","Henderson","42420","PS-18970"
"CA-2014-148950","2017-12-14","2017-12-19","Standard Class","Illinois","Chicago","60610","JD-16015"
"CA-2015-165414","2018-12-21","2018-12-24","First Class","North Carolina","Jacksonville","28540","LS-17245"
"CA-2014-129938","2017-12-15","2017-12-17","Second Class","Pennsylvania","Philadelphia","19140","EB-13705"
"CA-2015-146696","2018-12-14","2018-12-19","Standard Class","California","San Diego","92105","RD-19480"
"CA-2017-114055","2020-12-25","2020-12-29","Second Class","Alabama","Huntsville","35810","MH-18115"
"CA-2015-109197","2018-12-31","2019-01-04","Standard Class","Montana","Missoula","59801","JO-15280"
"CA-2015-129112","2018-11-29","2018-11-30","First Class","Texas","Allen","75002","AW-10840"
"US-2015-129637","2018-12-17","2018-12-22","Standard Class","Illinois","Bloomington","61701","MC-18100"
"CA-2014-131310","2017-07-12","2017-07-18","Standard Class","Washington","Seattle","98115","CL-12565"
"CA-2014-145254","2017-07-23","2017-07-27","Standard Class","California","San Francisco","94122","NC-18535"
"CA-2016-101980","2019-08-19","2019-08-20","First Class","New York","New York City","10009","RP-19390"
"CA-2014-138436","2017-03-26","2017-03-30","Standard Class","California","Los Angeles","90036","JD-15895"
"CA-2015-164833","2018-06-04","2018-06-04","Same Day","Washington","Seattle","98105","LL-16840"
"CA-2017-141747","2020-08-03","2020-08-08","Second Class","Washington","Seattle","98105","SC-20230"
"CA-2017-157350","2020-08-26","2020-09-01","Standard Class","Illinois","Chicago","60610","DP-13000"
"CA-2015-144519","2018-11-13","2018-11-17","Standard Class","Montana","Helena","59601","AW-10930"
"CA-2017-129833","2020-12-09","2020-12-15","Standard Class","Indiana","Indianapolis","46203","HF-14995"
"US-2014-107993","2017-11-25","2017-11-30","Standard Class","Oregon","Springfield","97477","SE-20110"
"CA-2014-129574","2017-05-26","2017-05-29","First Class","Utah","Murray","84107","Dp-13240"
"CA-2016-155446","2019-12-16","2019-12-23","Standard Class","California","San Diego","92024","TN-21040"
"CA-2015-136798","2018-05-08","2018-05-12","Standard Class","Minnesota","Minneapolis","55407","DL-12925"
"CA-2016-140746","2019-01-15","2019-01-15","Same Day","Connecticut","Fairfield","6824","RC-19825"
"CA-2014-140662","2017-11-17","2017-11-19","First Class","California","San Francisco","94109","TS-21205"
"CA-2014-110219","2017-05-05","2017-05-08","First Class","Texas","San Antonio","78207","EB-13870"
"CA-2015-122756","2018-12-03","2018-12-07","Standard Class","Pennsylvania","Philadelphia","19140","DK-13225"
"CA-2017-164042","2020-05-23","2020-05-27","Standard Class","Texas","Houston","77095","KL-16645"
"CA-2016-166282","2019-04-16","2019-04-22","Standard Class","Tennessee","Nashville","37211","PK-19075"
"CA-2015-122259","2018-10-31","2018-11-04","Standard Class","Michigan","Jackson","49201","HP-14815"
"CA-2016-127761","2019-11-10","2019-11-14","Standard Class","New York","New York City","10009","SW-20275"
"US-2017-106705","2020-12-26","2021-01-01","Standard Class","Iowa","Burlington","52601","PO-18850"
"CA-2015-130113","2018-12-27","2018-12-31","Standard Class","California","San Francisco","94122","AH-10030"
"US-2017-140907","2020-12-10","2020-12-12","Second Class","Washington","Seattle","98103","BP-11185"
"CA-2017-110429","2020-11-03","2020-11-08","Standard Class","Pennsylvania","Philadelphia","19143","DM-13015"
"CA-2017-136511","2020-03-23","2020-03-25","Second Class","New York","New York City","10011","MZ-17515"
"CA-2015-162369","2018-08-15","2018-08-19","Standard Class","California","Los Angeles","90045","TT-21265"
"CA-2017-101749","2020-10-03","2020-10-08","Standard Class","California","Pasadena","91104","AS-10045"
